ball_x,ball_y,ball_x_vel,ball_y_vel,player_y
454.5,302.25,-0.5,-0.25,275.0
454.0,302.0,-0.5,-0.25,275.0
453.5,301.75,-0.5,-0.25,275.0
453.0,301.5,-0.5,-0.25,275.0
452.5,301.25,-0.5,-0.25,275.0
452.0,301.0,-0.5,-0.25,275.0
451.5,300.75,-0.5,-0.25,275.0
451.0,300.5,-0.5,-0.25,275.0
450.5,300.25,-0.5,-0.25,275.0
450.0,300.0,-0.5,-0.25,275.0
449.5,299.75,-0.5,-0.25,275.0
449.0,299.5,-0.5,-0.25,275.0
448.5,299.25,-0.5,-0.25,275.0
448.0,299.0,-0.5,-0.25,275.0
447.5,298.75,-0.5,-0.25,275.0
447.0,298.5,-0.5,-0.25,275.0
446.5,298.25,-0.5,-0.25,275.0
446.0,298.0,-0.5,-0.25,275.0
445.5,297.75,-0.5,-0.25,275.0
445.0,297.5,-0.5,-0.25,275.0
444.5,297.25,-0.5,-0.25,275.0
444.0,297.0,-0.5,-0.25,275.0
443.5,296.75,-0.5,-0.25,275.0
443.0,296.5,-0.5,-0.25,275.0
442.5,296.25,-0.5,-0.25,275.0
442.0,296.0,-0.5,-0.25,275.0
441.5,295.75,-0.5,-0.25,275.0
441.0,295.5,-0.5,-0.25,275.0
440.5,295.25,-0.5,-0.25,275.0
440.0,295.0,-0.5,-0.25,275.0
439.5,294.75,-0.5,-0.25,275.0
439.0,294.5,-0.5,-0.25,275.0
438.5,294.25,-0.5,-0.25,275.0
438.0,294.0,-0.5,-0.25,275.0
437.5,293.75,-0.5,-0.25,275.0
437.0,293.5,-0.5,-0.25,275.0
436.5,293.25,-0.5,-0.25,275.0
436.0,293.0,-0.5,-0.25,275.0
435.5,292.75,-0.5,-0.25,275.0
435.0,292.5,-0.5,-0.25,275.0
434.5,292.25,-0.5,-0.25,275.0
434.0,292.0,-0.5,-0.25,275.0
433.5,291.75,-0.5,-0.25,275.0
433.0,291.5,-0.5,-0.25,275.0
432.5,291.25,-0.5,-0.25,275.0
432.0,291.0,-0.5,-0.25,275.0
431.5,290.75,-0.5,-0.25,275.0
431.0,290.5,-0.5,-0.25,275.0
430.5,290.25,-0.5,-0.25,275.0
430.0,290.0,-0.5,-0.25,275.0
429.5,289.75,-0.5,-0.25,275.0
429.0,289.5,-0.5,-0.25,275.0
428.5,289.25,-0.5,-0.25,275.0
428.0,289.0,-0.5,-0.25,275.0
427.5,288.75,-0.5,-0.25,275.0
427.0,288.5,-0.5,-0.25,275.0
426.5,288.25,-0.5,-0.25,275.0
426.0,288.0,-0.5,-0.25,275.0
425.5,287.75,-0.5,-0.25,275.0
425.0,287.5,-0.5,-0.25,275.0
424.5,287.25,-0.5,-0.25,275.0
424.0,287.0,-0.5,-0.25,275.0
423.5,286.75,-0.5,-0.25,275.0
423.0,286.5,-0.5,-0.25,275.0
422.5,286.25,-0.5,-0.25,275.0
422.0,286.0,-0.5,-0.25,275.0
421.5,285.75,-0.5,-0.25,275.0
421.0,285.5,-0.5,-0.25,275.0
420.5,285.25,-0.5,-0.25,275.0
420.0,285.0,-0.5,-0.25,275.0
419.5,284.75,-0.5,-0.25,275.0
419.0,284.5,-0.5,-0.25,275.0
418.5,284.25,-0.5,-0.25,275.0
418.0,284.0,-0.5,-0.25,275.0
417.5,283.75,-0.5,-0.25,275.0
417.0,283.5,-0.5,-0.25,275.0
416.5,283.25,-0.5,-0.25,275.0
416.0,283.0,-0.5,-0.25,275.0
415.5,282.75,-0.5,-0.25,275.0
415.0,282.5,-0.5,-0.25,275.0
414.5,282.25,-0.5,-0.25,275.0
414.0,282.0,-0.5,-0.25,275.0
413.5,281.75,-0.5,-0.25,275.0
413.0,281.5,-0.5,-0.25,275.0
412.5,281.25,-0.5,-0.25,275.0
412.0,281.0,-0.5,-0.25,275.0
411.5,280.75,-0.5,-0.25,275.0
411.0,280.5,-0.5,-0.25,275.0
410.5,280.25,-0.5,-0.25,275.0
410.0,280.0,-0.5,-0.25,275.0
409.5,279.75,-0.5,-0.25,275.0
409.0,279.5,-0.5,-0.25,275.0
408.5,279.25,-0.5,-0.25,275.0
408.0,279.0,-0.5,-0.25,275.0
407.5,278.75,-0.5,-0.25,275.0
407.0,278.5,-0.5,-0.25,275.0
406.5,278.25,-0.5,-0.25,275.0
406.0,278.0,-0.5,-0.25,275.0
405.5,277.75,-0.5,-0.25,275.0
405.0,277.5,-0.5,-0.25,275.0
404.5,277.25,-0.5,-0.25,275.0
404.0,277.0,-0.5,-0.25,275.0
403.5,276.75,-0.5,-0.25,275.0
403.0,276.5,-0.5,-0.25,275.0
402.5,276.25,-0.5,-0.25,275.0
402.0,276.0,-0.5,-0.25,275.0
401.5,275.75,-0.5,-0.25,275.0
401.0,275.5,-0.5,-0.25,275.0
400.5,275.25,-0.5,-0.25,275.0
400.0,275.0,-0.5,-0.25,275.0
399.5,274.75,-0.5,-0.25,275.0
399.0,274.5,-0.5,-0.25,275.0
398.5,274.25,-0.5,-0.25,275.0
398.0,274.0,-0.5,-0.25,275.0
397.5,273.75,-0.5,-0.25,275.0
397.0,273.5,-0.5,-0.25,275.0
396.5,273.25,-0.5,-0.25,275.0
396.0,273.0,-0.5,-0.25,275.0
395.5,272.75,-0.5,-0.25,275.0
395.0,272.5,-0.5,-0.25,275.0
394.5,272.25,-0.5,-0.25,275.0
394.0,272.0,-0.5,-0.25,275.0
393.5,271.75,-0.5,-0.25,275.0
393.0,271.5,-0.5,-0.25,275.0
392.5,271.25,-0.5,-0.25,275.0
392.0,271.0,-0.5,-0.25,275.0
391.5,270.75,-0.5,-0.25,275.0
391.0,270.5,-0.5,-0.25,275.0
390.5,270.25,-0.5,-0.25,275.0
390.0,270.0,-0.5,-0.25,275.0
389.5,269.75,-0.5,-0.25,275.0
389.0,269.5,-0.5,-0.25,275.0
388.5,269.25,-0.5,-0.25,275.0
388.0,269.0,-0.5,-0.25,275.0
387.5,268.75,-0.5,-0.25,275.0
387.0,268.5,-0.5,-0.25,275.0
386.5,268.25,-0.5,-0.25,275.0
386.0,268.0,-0.5,-0.25,275.0
385.5,267.75,-0.5,-0.25,275.0
385.0,267.5,-0.5,-0.25,275.0
384.5,267.25,-0.5,-0.25,275.0
384.0,267.0,-0.5,-0.25,275.0
383.5,266.75,-0.5,-0.25,275.0
383.0,266.5,-0.5,-0.25,275.0
382.5,266.25,-0.5,-0.25,275.0
382.0,266.0,-0.5,-0.25,275.0
381.5,265.75,-0.5,-0.25,275.0
381.0,265.5,-0.5,-0.25,275.0
380.5,265.25,-0.5,-0.25,275.0
380.0,265.0,-0.5,-0.25,275.0
379.5,264.75,-0.5,-0.25,275.0
379.0,264.5,-0.5,-0.25,275.0
378.5,264.25,-0.5,-0.25,275.0
378.0,264.0,-0.5,-0.25,275.0
377.5,263.75,-0.5,-0.25,275.0
377.0,263.5,-0.5,-0.25,275.0
376.5,263.25,-0.5,-0.25,275.0
376.0,263.0,-0.5,-0.25,275.0
375.5,262.75,-0.5,-0.25,275.0
375.0,262.5,-0.5,-0.25,275.0
374.5,262.25,-0.5,-0.25,275.0
374.0,262.0,-0.5,-0.25,275.0
373.5,261.75,-0.5,-0.25,275.0
373.0,261.5,-0.5,-0.25,275.0
372.5,261.25,-0.5,-0.25,275.0
372.0,261.0,-0.5,-0.25,275.0
371.5,260.75,-0.5,-0.25,275.0
371.0,260.5,-0.5,-0.25,275.0
370.5,260.25,-0.5,-0.25,275.0
370.0,260.0,-0.5,-0.25,275.0
369.5,259.75,-0.5,-0.25,275.0
369.0,259.5,-0.5,-0.25,275.0
368.5,259.25,-0.5,-0.25,275.0
368.0,259.0,-0.5,-0.25,275.0
367.5,258.75,-0.5,-0.25,275.0
367.0,258.5,-0.5,-0.25,275.0
366.5,258.25,-0.5,-0.25,275.0
366.0,258.0,-0.5,-0.25,275.0
365.5,257.75,-0.5,-0.25,275.0
365.0,257.5,-0.5,-0.25,275.0
364.5,257.25,-0.5,-0.25,275.0
364.0,257.0,-0.5,-0.25,275.0
363.5,256.75,-0.5,-0.25,275.0
363.0,256.5,-0.5,-0.25,275.0
362.5,256.25,-0.5,-0.25,275.0
362.0,256.0,-0.5,-0.25,275.0
361.5,255.75,-0.5,-0.25,275.0
361.0,255.5,-0.5,-0.25,275.0
360.5,255.25,-0.5,-0.25,275.0
360.0,255.0,-0.5,-0.25,275.0
359.5,254.75,-0.5,-0.25,275.0
359.0,254.5,-0.5,-0.25,275.0
358.5,254.25,-0.5,-0.25,275.0
358.0,254.0,-0.5,-0.25,275.0
357.5,253.75,-0.5,-0.25,275.0
357.0,253.5,-0.5,-0.25,275.0
356.5,253.25,-0.5,-0.25,275.0
356.0,253.0,-0.5,-0.25,275.0
355.5,252.75,-0.5,-0.25,275.0
355.0,252.5,-0.5,-0.25,275.0
354.5,252.25,-0.5,-0.25,275.0
354.0,252.0,-0.5,-0.25,275.0
353.5,251.75,-0.5,-0.25,275.0
353.0,251.5,-0.5,-0.25,275.0
352.5,251.25,-0.5,-0.25,275.0
352.0,251.0,-0.5,-0.25,275.0
351.5,250.75,-0.5,-0.25,275.0
351.0,250.5,-0.5,-0.25,275.0
350.5,250.25,-0.5,-0.25,275.0
350.0,250.0,-0.5,-0.25,275.0
349.5,249.75,-0.5,-0.25,275.0
349.0,249.5,-0.5,-0.25,275.0
348.5,249.25,-0.5,-0.25,275.0
348.0,249.0,-0.5,-0.25,275.0
347.5,248.75,-0.5,-0.25,275.0
347.0,248.5,-0.5,-0.25,275.0
346.5,248.25,-0.5,-0.25,275.0
346.0,248.0,-0.5,-0.25,275.0
345.5,247.75,-0.5,-0.25,275.0
345.0,247.5,-0.5,-0.25,275.0
344.5,247.25,-0.5,-0.25,275.0
344.0,247.0,-0.5,-0.25,275.0
343.5,246.75,-0.5,-0.25,275.0
343.0,246.5,-0.5,-0.25,275.0
342.5,246.25,-0.5,-0.25,275.0
342.0,246.0,-0.5,-0.25,275.0
341.5,245.75,-0.5,-0.25,275.0
341.0,245.5,-0.5,-0.25,275.0
340.5,245.25,-0.5,-0.25,275.0
340.0,245.0,-0.5,-0.25,275.0
339.5,244.75,-0.5,-0.25,275.0
339.0,244.5,-0.5,-0.25,275.0
338.5,244.25,-0.5,-0.25,275.0
338.0,244.0,-0.5,-0.25,275.0
337.5,243.75,-0.5,-0.25,275.0
337.0,243.5,-0.5,-0.25,275.0
336.5,243.25,-0.5,-0.25,275.0
336.0,243.0,-0.5,-0.25,275.0
335.5,242.75,-0.5,-0.25,275.0
335.0,242.5,-0.5,-0.25,275.0
334.5,242.25,-0.5,-0.25,275.0
334.0,242.0,-0.5,-0.25,275.0
333.5,241.75,-0.5,-0.25,275.0
333.0,241.5,-0.5,-0.25,275.0
332.5,241.25,-0.5,-0.25,275.0
332.0,241.0,-0.5,-0.25,275.0
331.5,240.75,-0.5,-0.25,275.0
331.0,240.5,-0.5,-0.25,275.0
330.5,240.25,-0.5,-0.25,275.0
330.0,240.0,-0.5,-0.25,275.0
329.5,239.75,-0.5,-0.25,275.0
329.0,239.5,-0.5,-0.25,275.0
328.5,239.25,-0.5,-0.25,275.0
328.0,239.0,-0.5,-0.25,275.0
327.5,238.75,-0.5,-0.25,274.0
327.0,238.5,-0.5,-0.25,273.0
326.5,238.25,-0.5,-0.25,272.0
326.0,238.0,-0.5,-0.25,271.0
325.5,237.75,-0.5,-0.25,270.0
325.0,237.5,-0.5,-0.25,269.0
324.5,237.25,-0.5,-0.25,268.0
324.0,237.0,-0.5,-0.25,267.0
323.5,236.75,-0.5,-0.25,266.0
323.0,236.5,-0.5,-0.25,265.0
322.5,236.25,-0.5,-0.25,264.0
322.0,236.0,-0.5,-0.25,263.0
321.5,235.75,-0.5,-0.25,262.0
321.0,235.5,-0.5,-0.25,261.0
320.5,235.25,-0.5,-0.25,260.0
320.0,235.0,-0.5,-0.25,259.0
319.5,234.75,-0.5,-0.25,258.0
319.0,234.5,-0.5,-0.25,257.0
318.5,234.25,-0.5,-0.25,256.0
318.0,234.0,-0.5,-0.25,255.0
317.5,233.75,-0.5,-0.25,254.0
317.0,233.5,-0.5,-0.25,253.0
316.5,233.25,-0.5,-0.25,252.0
316.0,233.0,-0.5,-0.25,251.0
315.5,232.75,-0.5,-0.25,250.0
315.0,232.5,-0.5,-0.25,249.0
314.5,232.25,-0.5,-0.25,248.0
314.0,232.0,-0.5,-0.25,247.0
313.5,231.75,-0.5,-0.25,246.0
313.0,231.5,-0.5,-0.25,245.0
312.5,231.25,-0.5,-0.25,244.0
312.0,231.0,-0.5,-0.25,243.0
311.5,230.75,-0.5,-0.25,242.0
311.0,230.5,-0.5,-0.25,241.0
310.5,230.25,-0.5,-0.25,240.0
310.0,230.0,-0.5,-0.25,239.0
309.5,229.75,-0.5,-0.25,238.0
309.0,229.5,-0.5,-0.25,237.0
308.5,229.25,-0.5,-0.25,236.0
308.0,229.0,-0.5,-0.25,235.0
307.5,228.75,-0.5,-0.25,234.0
307.0,228.5,-0.5,-0.25,233.0
306.5,228.25,-0.5,-0.25,232.0
306.0,228.0,-0.5,-0.25,231.0
305.5,227.75,-0.5,-0.25,230.0
305.0,227.5,-0.5,-0.25,229.0
304.5,227.25,-0.5,-0.25,228.0
304.0,227.0,-0.5,-0.25,227.0
303.5,226.75,-0.5,-0.25,226.0
303.0,226.5,-0.5,-0.25,225.0
302.5,226.25,-0.5,-0.25,224.0
302.0,226.0,-0.5,-0.25,223.0
301.5,225.75,-0.5,-0.25,222.0
301.0,225.5,-0.5,-0.25,221.0
300.5,225.25,-0.5,-0.25,220.0
300.0,225.0,-0.5,-0.25,219.0
299.5,224.75,-0.5,-0.25,218.0
299.0,224.5,-0.5,-0.25,217.0
298.5,224.25,-0.5,-0.25,216.0
298.0,224.0,-0.5,-0.25,215.0
297.5,223.75,-0.5,-0.25,214.0
297.0,223.5,-0.5,-0.25,213.0
296.5,223.25,-0.5,-0.25,212.0
296.0,223.0,-0.5,-0.25,211.0
295.5,222.75,-0.5,-0.25,210.0
295.0,222.5,-0.5,-0.25,209.0
294.5,222.25,-0.5,-0.25,208.0
294.0,222.0,-0.5,-0.25,207.0
293.5,221.75,-0.5,-0.25,206.0
293.0,221.5,-0.5,-0.25,205.0
292.5,221.25,-0.5,-0.25,204.0
292.0,221.0,-0.5,-0.25,203.0
291.5,220.75,-0.5,-0.25,202.0
291.0,220.5,-0.5,-0.25,201.0
290.5,220.25,-0.5,-0.25,200.0
290.0,220.0,-0.5,-0.25,199.0
289.5,219.75,-0.5,-0.25,198.0
289.0,219.5,-0.5,-0.25,197.0
288.5,219.25,-0.5,-0.25,196.0
288.0,219.0,-0.5,-0.25,195.0
287.5,218.75,-0.5,-0.25,194.0
287.0,218.5,-0.5,-0.25,193.0
286.5,218.25,-0.5,-0.25,192.0
286.0,218.0,-0.5,-0.25,191.0
285.5,217.75,-0.5,-0.25,190.0
285.0,217.5,-0.5,-0.25,189.0
284.5,217.25,-0.5,-0.25,188.0
284.0,217.0,-0.5,-0.25,187.0
283.5,216.75,-0.5,-0.25,186.0
283.0,216.5,-0.5,-0.25,185.0
282.5,216.25,-0.5,-0.25,184.0
282.0,216.0,-0.5,-0.25,183.0
281.5,215.75,-0.5,-0.25,182.0
281.0,215.5,-0.5,-0.25,181.0
280.5,215.25,-0.5,-0.25,180.0
280.0,215.0,-0.5,-0.25,179.0
279.5,214.75,-0.5,-0.25,178.0
279.0,214.5,-0.5,-0.25,177.0
278.5,214.25,-0.5,-0.25,176.0
278.0,214.0,-0.5,-0.25,175.0
277.5,213.75,-0.5,-0.25,174.0
277.0,213.5,-0.5,-0.25,173.0
276.5,213.25,-0.5,-0.25,172.0
276.0,213.0,-0.5,-0.25,171.0
275.5,212.75,-0.5,-0.25,170.0
275.0,212.5,-0.5,-0.25,169.0
274.5,212.25,-0.5,-0.25,168.0
274.0,212.0,-0.5,-0.25,167.0
273.5,211.75,-0.5,-0.25,166.0
273.0,211.5,-0.5,-0.25,165.0
272.5,211.25,-0.5,-0.25,164.0
272.0,211.0,-0.5,-0.25,163.0
271.5,210.75,-0.5,-0.25,162.0
271.0,210.5,-0.5,-0.25,161.0
270.5,210.25,-0.5,-0.25,160.0
270.0,210.0,-0.5,-0.25,159.0
269.5,209.75,-0.5,-0.25,158.0
269.0,209.5,-0.5,-0.25,157.0
268.5,209.25,-0.5,-0.25,156.0
268.0,209.0,-0.5,-0.25,155.0
267.5,208.75,-0.5,-0.25,154.0
267.0,208.5,-0.5,-0.25,153.0
266.5,208.25,-0.5,-0.25,152.0
266.0,208.0,-0.5,-0.25,151.0
265.5,207.75,-0.5,-0.25,150.0
265.0,207.5,-0.5,-0.25,149.0
264.5,207.25,-0.5,-0.25,148.0
264.0,207.0,-0.5,-0.25,147.0
263.5,206.75,-0.5,-0.25,146.0
263.0,206.5,-0.5,-0.25,145.0
262.5,206.25,-0.5,-0.25,144.0
262.0,206.0,-0.5,-0.25,143.0
261.5,205.75,-0.5,-0.25,142.0
261.0,205.5,-0.5,-0.25,141.0
260.5,205.25,-0.5,-0.25,140.0
260.0,205.0,-0.5,-0.25,139.0
259.5,204.75,-0.5,-0.25,138.0
259.0,204.5,-0.5,-0.25,137.0
258.5,204.25,-0.5,-0.25,136.0
258.0,204.0,-0.5,-0.25,135.0
257.5,203.75,-0.5,-0.25,134.0
257.0,203.5,-0.5,-0.25,133.0
256.5,203.25,-0.5,-0.25,132.0
256.0,203.0,-0.5,-0.25,131.0
255.5,202.75,-0.5,-0.25,130.0
255.0,202.5,-0.5,-0.25,129.0
254.5,202.25,-0.5,-0.25,128.0
254.0,202.0,-0.5,-0.25,127.0
253.5,201.75,-0.5,-0.25,126.0
253.0,201.5,-0.5,-0.25,125.0
252.5,201.25,-0.5,-0.25,124.0
252.0,201.0,-0.5,-0.25,123.0
251.5,200.75,-0.5,-0.25,122.0
251.0,200.5,-0.5,-0.25,121.0
250.5,200.25,-0.5,-0.25,120.0
250.0,200.0,-0.5,-0.25,119.0
249.5,199.75,-0.5,-0.25,118.0
249.0,199.5,-0.5,-0.25,117.0
248.5,199.25,-0.5,-0.25,116.0
248.0,199.0,-0.5,-0.25,115.0
247.5,198.75,-0.5,-0.25,114.0
247.0,198.5,-0.5,-0.25,113.0
246.5,198.25,-0.5,-0.25,112.0
246.0,198.0,-0.5,-0.25,111.0
245.5,197.75,-0.5,-0.25,110.0
245.0,197.5,-0.5,-0.25,109.0
244.5,197.25,-0.5,-0.25,108.0
244.0,197.0,-0.5,-0.25,107.0
243.5,196.75,-0.5,-0.25,106.0
243.0,196.5,-0.5,-0.25,105.0
242.5,196.25,-0.5,-0.25,104.0
242.0,196.0,-0.5,-0.25,103.0
241.5,195.75,-0.5,-0.25,102.0
241.0,195.5,-0.5,-0.25,101.0
240.5,195.25,-0.5,-0.25,101.0
240.0,195.0,-0.5,-0.25,101.0
239.5,194.75,-0.5,-0.25,101.0
239.0,194.5,-0.5,-0.25,101.0
238.5,194.25,-0.5,-0.25,101.0
238.0,194.0,-0.5,-0.25,101.0
237.5,193.75,-0.5,-0.25,101.0
237.0,193.5,-0.5,-0.25,101.0
236.5,193.25,-0.5,-0.25,101.0
236.0,193.0,-0.5,-0.25,101.0
235.5,192.75,-0.5,-0.25,101.0
235.0,192.5,-0.5,-0.25,101.0
234.5,192.25,-0.5,-0.25,101.0
234.0,192.0,-0.5,-0.25,101.0
233.5,191.75,-0.5,-0.25,101.0
233.0,191.5,-0.5,-0.25,101.0
232.5,191.25,-0.5,-0.25,101.0
232.0,191.0,-0.5,-0.25,101.0
231.5,190.75,-0.5,-0.25,101.0
231.0,190.5,-0.5,-0.25,101.0
230.5,190.25,-0.5,-0.25,101.0
230.0,190.0,-0.5,-0.25,101.0
229.5,189.75,-0.5,-0.25,101.0
229.0,189.5,-0.5,-0.25,101.0
228.5,189.25,-0.5,-0.25,101.0
228.0,189.0,-0.5,-0.25,101.0
227.5,188.75,-0.5,-0.25,101.0
227.0,188.5,-0.5,-0.25,101.0
226.5,188.25,-0.5,-0.25,101.0
226.0,188.0,-0.5,-0.25,101.0
225.5,187.75,-0.5,-0.25,101.0
225.0,187.5,-0.5,-0.25,101.0
224.5,187.25,-0.5,-0.25,101.0
224.0,187.0,-0.5,-0.25,101.0
223.5,186.75,-0.5,-0.25,101.0
223.0,186.5,-0.5,-0.25,101.0
222.5,186.25,-0.5,-0.25,101.0
222.0,186.0,-0.5,-0.25,101.0
221.5,185.75,-0.5,-0.25,101.0
221.0,185.5,-0.5,-0.25,101.0
220.5,185.25,-0.5,-0.25,101.0
220.0,185.0,-0.5,-0.25,101.0
219.5,184.75,-0.5,-0.25,101.0
219.0,184.5,-0.5,-0.25,101.0
218.5,184.25,-0.5,-0.25,101.0
218.0,184.0,-0.5,-0.25,101.0
217.5,183.75,-0.5,-0.25,101.0
217.0,183.5,-0.5,-0.25,101.0
216.5,183.25,-0.5,-0.25,101.0
216.0,183.0,-0.5,-0.25,101.0
215.5,182.75,-0.5,-0.25,101.0
215.0,182.5,-0.5,-0.25,101.0
214.5,182.25,-0.5,-0.25,101.0
214.0,182.0,-0.5,-0.25,101.0
213.5,181.75,-0.5,-0.25,101.0
213.0,181.5,-0.5,-0.25,101.0
212.5,181.25,-0.5,-0.25,101.0
212.0,181.0,-0.5,-0.25,101.0
211.5,180.75,-0.5,-0.25,101.0
211.0,180.5,-0.5,-0.25,101.0
210.5,180.25,-0.5,-0.25,101.0
210.0,180.0,-0.5,-0.25,101.0
209.5,179.75,-0.5,-0.25,101.0
209.0,179.5,-0.5,-0.25,101.0
208.5,179.25,-0.5,-0.25,101.0
208.0,179.0,-0.5,-0.25,101.0
207.5,178.75,-0.5,-0.25,101.0
207.0,178.5,-0.5,-0.25,101.0
206.5,178.25,-0.5,-0.25,101.0
206.0,178.0,-0.5,-0.25,101.0
205.5,177.75,-0.5,-0.25,101.0
205.0,177.5,-0.5,-0.25,101.0
204.5,177.25,-0.5,-0.25,101.0
204.0,177.0,-0.5,-0.25,101.0
203.5,176.75,-0.5,-0.25,101.0
203.0,176.5,-0.5,-0.25,101.0
202.5,176.25,-0.5,-0.25,101.0
202.0,176.0,-0.5,-0.25,101.0
201.5,175.75,-0.5,-0.25,101.0
201.0,175.5,-0.5,-0.25,101.0
200.5,175.25,-0.5,-0.25,101.0
200.0,175.0,-0.5,-0.25,101.0
199.5,174.75,-0.5,-0.25,101.0
199.0,174.5,-0.5,-0.25,101.0
198.5,174.25,-0.5,-0.25,101.0
198.0,174.0,-0.5,-0.25,101.0
197.5,173.75,-0.5,-0.25,101.0
197.0,173.5,-0.5,-0.25,101.0
196.5,173.25,-0.5,-0.25,101.0
196.0,173.0,-0.5,-0.25,101.0
195.5,172.75,-0.5,-0.25,101.0
195.0,172.5,-0.5,-0.25,101.0
194.5,172.25,-0.5,-0.25,101.0
194.0,172.0,-0.5,-0.25,101.0
193.5,171.75,-0.5,-0.25,101.0
193.0,171.5,-0.5,-0.25,101.0
192.5,171.25,-0.5,-0.25,101.0
192.0,171.0,-0.5,-0.25,101.0
191.5,170.75,-0.5,-0.25,101.0
191.0,170.5,-0.5,-0.25,101.0
190.5,170.25,-0.5,-0.25,101.0
190.0,170.0,-0.5,-0.25,101.0
189.5,169.75,-0.5,-0.25,101.0
189.0,169.5,-0.5,-0.25,101.0
188.5,169.25,-0.5,-0.25,101.0
188.0,169.0,-0.5,-0.25,101.0
187.5,168.75,-0.5,-0.25,101.0
187.0,168.5,-0.5,-0.25,101.0
186.5,168.25,-0.5,-0.25,101.0
186.0,168.0,-0.5,-0.25,101.0
185.5,167.75,-0.5,-0.25,101.0
185.0,167.5,-0.5,-0.25,101.0
184.5,167.25,-0.5,-0.25,101.0
184.0,167.0,-0.5,-0.25,101.0
